date,timelow,low,timehigh,high,open,close,volume,marketCap
2023-08-31,17:22:00,0.291471963,11:46:00,0.3063245653,0.3052622447,0.294340675,51834017.79,557214969.19
2023-08-30,22:24:00,0.3040709654,00:17:00,0.3160725724,0.3137890757,0.3052946847,45369901.56,577951954.34
2023-08-29,10:40:00,0.2915571036,18:17:00,0.3170389477,0.3008063002,0.3138239838,56214608.29,594098730.96
2023-08-28,08:36:00,0.2937602134,15:40:00,0.3035623285,0.2999379623,0.3008099967,33178752.78,569462012.23
2023-08-27,03:05:00,0.2974879407,15:13:00,0.3022473244,0.299317187,0.2998753399,32117177.04,567692617.65
2023-08-26,18:17:00,0.2988953737,07:09:00,0.3084181501,0.3053646535,0.2992697698,38502947.03,566546215.85
2023-08-25,04:53:00,0.2999967434,02:31:00,0.3061287583,0.3051876831,0.3053565382,44607866.97,578069048.79
2023-08-24,20:58:00,0.3020057304,05:15:00,0.3141089796,0.3112408014,0.3051519313,48145214.83,577681708.46
2023-08-23,13:16:00,0.2999086484,19:56:00,0.3140730658,0.3037177265,0.3112143219,49090405.83,589158392.03
2023-08-22,18:13:00,0.2916553179,07:58:00,0.3063108096,0.3011187426,0.3036576155,54802679.56,574852826.2
2023-08-21,16:59:00,0.2967856483,01:09:00,0.3090958985,0.3084496402,0.3011243705,49732779.47,570057151.84
2023-08-20,17:07:00,0.3048681148,00:29:00,0.3110499067,0.308154603,0.3084505702,35808268.17,583926346.5
2023-08-19,07:26:00,0.3036064589,17:06:00,0.3091051283,0.3064623052,0.308148882,45006745.59,583355222.06
2023-08-18,00:04:00,0.2957211634,11:54:00,0.3095500074,0.2962651177,0.3064532457,62278134.64,580145220.69
2023-08-17,21:47:00,0.2844701482,06:03:00,0.334527665,0.3281470231,0.2962425171,72462568.43,560815337.81
2023-08-16,21:16:00,0.3235500704,00:23:00,0.3452823183,0.3451034427,0.3281532503,55822025.93,621225398.92
2023-08-15,19:11:00,0.3392120856,01:16:00,0.3663566836,0.3651574348,0.3450950445,55997192.96,653297831.1
2023-08-14,12:46:00,0.3623020515,16:23:00,0.3679087393,0.366052318,0.3651496434,63332152.14,691263099.59
2023-08-13,23:06:00,0.3653867041,21:13:00,0.3713288461,0.3706958184,0.3660577616,50874754.94,692982253.92
2023-08-12,06:45:00,0.3680334775,15:21:00,0.3722124771,0.3696670665,0.3706893316,49951633.55,701750257.55
