date,timelow,low,timehigh,high,open,close,volume,marketCap
2023-08-31,21:10:00,0.1482433796,11:50:00,0.1561523141,0.1545756544,0.1494487914,3543386.38,166381131.3
2023-08-30,15:07:00,0.153110806,00:06:00,0.1570232905,0.1567870022,0.1545823957,2990246.92,171063974.3
2023-08-29,10:54:00,0.1454156022,18:13:00,0.1583964567,0.1494346868,0.1567838889,4470152.4,173500190.75
2023-08-28,09:20:00,0.1448090918,18:01:00,0.1500978728,0.1482473926,0.1494355262,3108033.78,165368345.45
2023-08-27,22:13:00,0.147601156,17:10:00,0.1507093546,0.1491124247,0.1482406671,3252895.93,164046090.4
2023-08-26,18:49:00,0.1487967835,11:23:00,0.1515005585,0.1509048936,0.1491158141,2716002.21,165014545.61
2023-08-25,15:01:00,0.1489328651,00:04:00,0.1536957849,0.1535941647,0.1508756062,3482186.35,166961966.86
2023-08-24,20:59:00,0.1515493245,00:13:00,0.1581467527,0.1580094916,0.1535751906,3437880.06,169949381.01
2023-08-23,13:30:00,0.1537035615,17:22:00,0.1595882443,0.1551082323,0.1580054415,3834627.97,174851985.32
2023-08-22,21:31:00,0.1499344006,03:02:00,0.1562106202,0.1559639825,0.1551064966,3293193.04,171643954.79
2023-08-21,15:31:00,0.1541343195,06:27:00,0.1592413977,0.1590730254,0.1559958746,3524142.3,172628158.39
2023-08-20,16:58:00,0.1580842349,01:09:00,0.1601356034,0.1593785209,0.1590731991,3212682.98,176033587.22
2023-08-19,07:24:00,0.1557196555,17:07:00,0.1599050362,0.1561570097,0.1593484601,4270627.15,176338196.63
2023-08-18,03:01:00,0.1510450559,23:14:00,0.1563868304,0.1526294843,0.156153072,6812192.0,172802116.16
2023-08-17,21:47:00,0.1449560182,17:59:00,0.1767146688,0.1696406443,0.1525166711,14478187.84,168778002.11
2023-08-16,21:16:00,0.1660086507,00:18:00,0.1807571424,0.1805794171,0.169644716,6229433.84,187732239.52
2023-08-15,19:44:00,0.1762497785,02:35:00,0.1922544942,0.1913769845,0.1806028102,6784624.55,199858685.93
2023-08-14,02:24:00,0.1873471692,09:10:00,0.1940632795,0.1905648231,0.1913987353,6082991.63,211805672.86
2023-08-13,22:43:00,0.1901396492,13:43:00,0.1950860895,0.1916405783,0.1905726064,7112035.23,210891462.05
2023-08-12,00:14:00,0.1893590798,03:22:00,0.1955964357,0.1899683936,0.1916695748,7819304.7,212105389.26
2023-08-11,01:25:00,0.1866754991,14:37:00,0.1912428215,0.187285402,0.1899444729,9097753.86,210196356.96
2023-08-10,14:46:00,0.1847758601,03:52:00,0.190778253,0.1878428756,0.1872410128,9278649.54,207204653.86
2023-08-09,00:11:00,0.1846249581,04:15:00,0.1944869837,0.1848721238,0.1878744445,23175224.01,207905622.1
2023-08-08,23:44:00,0.1846350944,09:04:00,0.2333422617,0.1910187683,0.1849448178,108458102.11,204663638.54
2023-08-07,06:59:00,0.176897762,01:28:00,0.1982964086,0.1817537409,0.1910198569,48588561.18,211386398.42
2023-08-06,00:15:00,0.1693603224,15:31:00,0.193636307,0.1696975785,0.1818855132,43346587.76,201278150.78
2023-08-05,08:25:00,0.1656422153,23:55:00,0.1696988443,0.1673664893,0.1696851573,2679775.67,187776992.68
2023-08-04,20:53:00,0.1656754666,13:52:00,0.1694118167,0.1681848026,0.1673449358,2996648.94,185187256.75
2023-08-03,23:59:00,0.1681647235,06:34:00,0.1726674557,0.1710218821,0.1681647235,2789277.13,186094450.16
2023-08-02,16:58:00,0.1700226999,01:35:00,0.1779384971,0.1768526538,0.1710169528,2696509.79,189250784.3
2023-08-01,05:02:00,0.1707047585,23:59:00,0.1768468237,0.1754447394,0.1768468237,2907692.99,195702236.09
2023-07-31,20:07:00,0.1736282389,03:13:00,0.1777601434,0.1761623201,0.1754451449,2704993.19,194151110.25
2023-07-30,20:04:00,0.1731358717,06:04:00,0.1813896053,0.1800175622,0.176160336,3769019.25,186491480.84
2023-07-29,09:53:00,0.1785878629,02:01:00,0.1820124693,0.1813375665,0.1800238067,3042030.15,190581529.66
2023-07-28,08:12:00,0.1801053315,15:24:00,0.1837232787,0.1807845517,0.1813269818,3404483.27,191961131.1
2023-07-27,18:43:00,0.1786403768,09:19:00,0.1833174525,0.1799408401,0.1807605243,3356475.44,191361452.97
2023-07-26,01:38:00,0.1753701737,21:29:00,0.1824589761,0.1784578207,0.1799375875,3389255.76,190490254.02
2023-07-25,20:25:00,0.1779218557,00:25:00,0.1812460232,0.1804992222,0.1784507814,2967370.29,188916252.35
2023-07-24,10:02:00,0.1778255432,00:53:00,0.1862148715,0.1862001284,0.1804893863,6188794.47,191074413.76
2023-07-23,00:52:00,0.1804375593,18:05:00,0.1882725177,0.1814614542,0.1862609968,4836248.54,197184507.65
2023-07-22,23:35:00,0.1806271271,08:23:00,0.1864505993,0.1852521834,0.1814128951,3046552.82,192052082.93
2023-07-21,01:07:00,0.184652285,03:17:00,0.1885953853,0.1857852069,0.1852939476,3578544.85,196160744.63
