date,time_low,low,time_high,high,open,close,volume,market_cap
2023-09-10,17:28:00,0.0901364022,00:02:00,0.0942485741,0.0942003193,0.091939731,26142476.65,719747741.08
2023-09-09,23:32:00,0.094183104,02:06:00,0.096443926,0.0960405598,0.0941966378,12317051.4,737415941.27
2023-09-08,10:19:00,0.0948558117,01:02:00,0.0982134576,0.0976487152,0.0960352206,17466842.81,751809292.96
2023-09-07,12:54:00,0.0937070223,23:09:00,0.0977828324,0.0940579689,0.0976360053,25478722.28,764341072.04
2023-09-06,17:07:00,0.0915070653,01:32:00,0.0945220002,0.094029298,0.0940563937,18571445.61,736318239.9
2023-09-05,07:23:00,0.0931739456,23:45:00,0.0940985984,0.0938688008,0.0940298328,16951023.16,736098656.27
2023-09-04,22:03:00,0.0927822168,03:13:00,0.0959965738,0.0944566033,0.0938668206,17570965.02,734822514.7
2023-09-03,16:55:00,0.0932898309,04:17:00,0.094882207,0.094255118,0.0944581878,13888119.07,739452014.21
2023-09-02,02:24:00,0.091792238,23:31:00,0.0942892601,0.0920141814,0.0942305844,14041445.93,737670315.61
2023-09-01,17:31:00,0.090830969,06:47:00,0.094752635,0.0931885916,0.0920116122,34179428.53,720299489.43
2023-08-31,17:04:00,0.0925259994,00:04:00,0.0968987261,0.0968385138,0.0931893798,33023839.0,729519542.4
2023-08-30,15:07:00,0.0962098876,00:05:00,0.1006580182,0.1005891561,0.0968391917,21900094.42,758091629.21
2023-08-29,12:25:00,0.0950389086,18:16:00,0.1015115899,0.09727928,0.1005859209,32977361.74,787403917.52
2023-08-28,07:19:00,0.0928225973,23:28:00,0.0975110636,0.0951773741,0.0972800427,21720103.71,761426748.82
2023-08-27,22:16:00,0.0947297316,14:39:00,0.0957747257,0.0955891882,0.095176633,15182824.67,744963083.57
2023-08-26,17:08:00,0.0954119673,00:00:00,0.0969292143,0.0969292143,0.0955904417,15744537.87,748202085.09
2023-08-25,04:53:00,0.0956875941,00:24:00,0.0975893337,0.0972652747,0.096932076,22762098.11,758703967.48
2023-08-24,17:40:00,0.0956926855,00:11:00,0.0987671059,0.0985632741,0.0972542094,19667145.85,761225430.16
2023-08-23,13:17:00,0.0961937941,19:50:00,0.0995914734,0.0968546269,0.0985579894,24241990.12,771430410.37
2023-08-22,21:40:00,0.0935789,12:46:00,0.0970871504,0.0964132072,0.0968279988,27916074.93,757889544.91
2023-08-21,10:57:00,0.0938914144,00:08:00,0.0972850757,0.097284888,0.0963188002,27043319.84,753904039.25
2023-08-20,06:36:00,0.0961595583,11:11:00,0.0974740211,0.0967180103,0.0972885297,21318738.24,761494361.57
2023-08-19,06:01:00,0.0949526064,17:01:00,0.0979216546,0.0954114527,0.0967147697,26344649.95,757003584.55
2023-08-18,03:02:00,0.0926679568,11:51:00,0.0967500926,0.0933599599,0.0953885502,42818561.59,746623119.99
2023-08-17,21:46:00,0.0884602867,06:02:00,0.1040001673,0.1025751413,0.0933050711,63166150.19,730291988.58
2023-08-16,21:16:00,0.1005052241,00:10:00,0.1084022102,0.1084004625,0.1025120826,57838232.74,802229355.64
2023-08-15,19:12:00,0.1074726412,00:01:00,0.115016375,0.1150064427,0.1083964523,48275792.7,848006142.87
2023-08-14,21:34:00,0.1146797758,05:32:00,0.1183395907,0.1168173488,0.1150142295,34453259.39,898600892.37
2023-08-13,08:55:00,0.1133415402,19:43:00,0.1174500229,0.1155277451,0.116818806,37123962.62,912700071.95
2023-08-12,03:51:00,0.1118871405,22:33:00,0.1157924509,0.1122618869,0.1155331539,27171969.06,902366574.19
2023-08-11,16:48:00,0.1114934038,07:15:00,0.1134157926,0.1125300103,0.1122770455,24261445.33,876934965.59
2023-08-10,09:40:00,0.1113781233,02:49:00,0.1133175067,0.1129862313,0.1125257182,31521310.34,878877317.61
2023-08-09,06:31:00,0.1115090367,12:37:00,0.1142622808,0.113132991,0.1129865901,39251967.5,882477024.85
2023-08-08,00:00:00,0.111849279,11:29:00,0.118524172,0.111849279,0.1131284646,88503743.38,883578931.18
2023-08-07,16:19:00,0.1079656615,23:59:00,0.1118531713,0.1097051982,0.1118531713,48805931.07,873458477.75
2023-08-06,02:01:00,0.1063547777,22:37:00,0.1101211726,0.1064153607,0.1097076961,29783236.0,856704618.91
2023-08-05,01:58:00,0.1048069441,19:29:00,0.1066466939,0.1059283864,0.1064165581,20620976.32,831004280.57
2023-08-04,20:52:00,0.1050392606,13:52:00,0.1075217832,0.1063461964,0.105929709,24989697.76,827202560.66
2023-08-03,22:31:00,0.1059640003,17:27:00,0.1079088973,0.1069009459,0.1063574914,26087480.96,830327800.27
2023-08-02,17:01:00,0.1063235203,01:36:00,0.1109556339,0.1107735662,0.1068890598,39691365.31,834479170.42
2023-08-01,02:14:00,0.1071524061,23:58:00,0.1107796231,0.10976733,0.1107760848,44231174.83,864825154.9
2023-07-31,20:08:00,0.108566002,10:29:00,0.1107965901,0.1095467105,0.1097655801,44368490.27,856683666.32
2023-07-30,20:04:00,0.1082676316,05:34:00,0.112386731,0.1113928755,0.1095501264,32990990.48,854456047.46
2023-07-29,09:05:00,0.1099563662,14:23:00,0.1116345939,0.1105089816,0.1113939895,24439679.63,868837669.75
2023-07-28,06:07:00,0.108330156,15:24:00,0.1110753234,0.1099357063,0.1105146065,34819162.82,861978839.25
2023-07-27,19:50:00,0.1092956586,10:04:00,0.1126323006,0.1109614835,0.1099344888,28787575.65,857454213.28
2023-07-26,01:39:00,0.1085082162,21:22:00,0.1123412398,0.1099413808,0.1109615299,34685745.84,865464912.25
2023-07-25,17:15:00,0.1087984429,22:49:00,0.1101528888,0.1096632174,0.109937389,29342207.66,857403512.36
2023-07-24,20:45:00,0.1085851043,00:02:00,0.1161025759,0.1160948505,0.1096574534,47487503.46,855220399.68
2023-07-23,00:54:00,0.1139797676,19:01:00,0.1172047392,0.1145431913,0.1160863427,33042839.17,904779097.68
