date,time_low,low,time_high,high,open,close,volume,market_cap
2023-09-10,17:43:00,96.902981394,07:58:00,98.5525910618,98.4478290462,97.7984764081,12644588.71,1180695382.48
2023-09-09,23:52:00,98.4185734156,09:55:00,99.4638780931,99.2786799969,98.4446481012,7734444.57,1188496444.03
2023-09-08,18:35:00,98.8255951469,01:04:00,100.9279120674,100.9183467748,99.2787098286,10689762.44,1198565852.74
2023-09-07,12:46:00,99.8929959913,21:22:00,101.3306812053,100.4416479615,100.9145274884,12810401.67,1218314650.77
2023-09-06,11:52:00,98.837989287,23:37:00,100.4725820319,99.455113169,100.4334595391,12014305.36,1212506843.45
2023-09-05,03:11:00,96.7232109378,23:26:00,99.5066496498,97.4215069516,99.450230331,11223114.14,1200636574.83
2023-09-04,15:28:00,96.6121622099,03:13:00,99.9171083269,98.9382320521,97.4193152608,15046396.69,1176117869.29
2023-09-03,17:42:00,98.3648145916,12:13:00,100.0358809277,99.6780183506,98.9336559271,9652338.96,1194400107.4
2023-09-02,18:53:00,98.9234309274,13:58:00,99.788835387,99.1110983187,99.6679510846,9315123.44,1203265060.45
2023-09-01,17:43:00,98.1975024349,04:47:00,100.3095536889,99.4438608129,99.110150922,12217761.59,1196530885.23
2023-08-31,17:02:00,98.8381665698,11:48:00,101.1025470272,100.8717213352,99.4432323504,13031918.1,1200552090.04
2023-08-30,19:13:00,100.3864932234,07:29:00,101.6049332029,101.3660302106,100.8831140058,10033408.42,1217935404.02
2023-08-29,13:42:00,100.1950765345,14:37:00,103.7960716363,101.2753468925,101.369119928,16161592.44,1223802826.19
2023-08-28,22:06:00,100.7598472551,07:01:00,104.5080314782,102.7780666388,101.2833471955,19906876.18,1222767314.46
2023-08-27,18:01:00,101.8346317293,09:25:00,104.5008311898,103.2745369201,102.771526212,11616906.08,1240733709.82
2023-08-26,00:10:00,101.1979038327,12:43:00,105.2625280349,101.4369465208,103.27600093,18381313.54,1246824100.92
2023-08-25,04:44:00,99.5292252382,23:54:00,101.4472084271,100.0236110839,101.4280513437,12974257.69,1224514289.73
2023-08-24,20:58:00,98.918829554,11:22:00,100.7414510376,99.9169798833,100.0404661189,10754282.28,1207762336.86
2023-08-23,13:19:00,98.3043670972,20:28:00,100.5703984828,100.1204820725,99.9236472826,13731413.63,1206352013.65
2023-08-22,21:31:00,98.153018625,12:50:00,100.618135198,99.5386215827,100.1145352525,13810618.58,1208656554.1
2023-08-21,16:57:00,98.4809872394,03:44:00,100.6945490078,100.5162297005,99.5376278858,11683953.86,1201691702.61
2023-08-20,06:29:00,99.7404327395,18:30:00,101.2000585956,100.1058765399,100.5281652026,10959104.17,1213650200.12
2023-08-19,07:03:00,99.6623507955,14:19:00,101.2752609324,99.8853692726,100.1009895192,14531617.26,1208493020.01
2023-08-18,00:04:00,96.9527286046,23:14:00,100.0447672457,97.0408025024,99.866617279,19334044.09,1205663505.36
2023-08-17,21:52:00,91.9547793524,01:17:00,100.7354683465,100.1474814732,97.0493096834,25611247.61,1171650888.89
2023-08-16,21:16:00,98.899152023,04:47:00,101.285736385,100.7899011898,100.1490805671,14664510.84,1209073610.63
2023-08-15,19:16:00,98.7866576857,14:56:00,101.3418921692,101.205729246,100.7911242205,18450408.35,1216824835.45
2023-08-14,18:10:00,100.4742271207,01:31:00,101.7048265409,101.4137785912,101.2114826742,14173958.96,1221899712.92
2023-08-13,22:45:00,100.9588846042,18:51:00,102.441357967,101.9434253463,101.4137694259,15843404.58,1224341867.88
2023-08-12,08:20:00,101.3891337776,03:10:00,101.9595559538,101.7085992571,101.9386517348,10442847.93,1230678634.47
2023-08-11,08:40:00,100.8489495414,04:08:00,102.0192032033,101.8320894982,101.7073154538,11756947.53,1227885772.16
2023-08-10,11:17:00,101.2049964507,05:46:00,102.8182650252,101.9321019078,101.8311948655,19468622.37,1229381335.84
2023-08-09,15:14:00,101.0715069176,01:44:00,102.6633235322,102.181249499,101.9203457681,12721705.36,1230457631.33
2023-08-08,06:16:00,101.3536326941,18:45:00,102.771627127,101.7338545139,102.1784865021,12566117.59,1233574096.78
2023-08-07,16:20:00,99.9655781691,03:08:00,102.6152707756,101.8191190931,101.7358826426,14808989.26,1228230656.35
2023-08-06,14:16:00,101.2425713187,02:19:00,103.049678106,101.9685341882,101.8245780823,15344798.86,1229301453.15
2023-08-05,15:37:00,101.0392299075,00:57:00,102.7606615817,102.7591468941,101.9665724808,11056090.6,1231015714.32
2023-08-04,04:36:00,101.7182549557,17:28:00,103.8329638138,102.2054478132,102.7508740759,13663865.42,1240484381.99
2023-08-03,22:11:00,101.6081415613,00:41:00,105.3792790906,104.6375890046,102.2058098047,18799719.36,1233903963.86
2023-08-02,17:01:00,104.1950492002,00:09:00,108.374949889,108.2663439198,104.6289511891,13355741.2,1263157914.93
2023-08-01,15:31:00,106.5296706656,01:02:00,109.9151854897,109.311648322,108.2712042043,16307908.07,1307129881.31
2023-07-31,02:40:00,108.1186778439,15:50:00,111.293486463,111.0093732398,109.3126769479,18596511.98,1319703308.88
2023-07-30,20:04:00,109.8749628355,03:05:00,114.0895750531,111.8438353595,111.0396875419,16652052.47,1340553055.3
2023-07-29,00:00:00,106.3943954692,22:49:00,112.1672971406,106.3943954692,111.841401109,26109294.21,1350231933.15
2023-07-28,05:58:00,101.5322469101,19:40:00,107.0249226529,101.6593680194,106.3912698562,20901448.19,1284433926.47
2023-07-27,20:30:00,101.3390500407,05:04:00,103.9384839058,102.2894435471,101.6568046563,11162218.07,1227275968.54
2023-07-26,17:36:00,101.2099860103,03:18:00,103.3320672871,102.2895522411,102.2864182184,15799959.14,1234877128.11
2023-07-25,09:17:00,101.9043488134,16:23:00,103.8047109131,103.4161321721,102.2885844983,10289446.45,1234903281.04
